Id,MSSubClass,MSZoning,LotArea,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,MasVnrType,MasVnrArea,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,SaleCondition
1964,160,RM,1680,BrDale,Norm,Norm,Twnhs,2Story,5,5,1972,1972,Gable,BrkFace,356,630,672,0,1302,0,0,2,1,3,1,Detchd,1972,Unf,1,264,Normal
1965,160,RL,2308,NPkVill,Norm,Norm,TwnhsE,2Story,6,6,1975,1975,Gable,None,0,855,601,0,1456,0,0,2,1,4,1,Attchd,1975,RFn,2,460,Normal
1966,120,RL,2529,NPkVill,Norm,Norm,Twnhs,1Story,7,6,1977,1977,Gable,None,0,1055,0,0,1055,0,0,2,0,2,1,Attchd,1977,Unf,2,440,Normal
1967,20,RL,12704,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Hip,Stone,302,1582,0,0,1582,1,0,2,0,3,1,Attchd,2007,Fin,3,905,Partial
1968,20,RL,13693,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Hip,Stone,554,2464,0,0,2464,1,0,2,1,4,1,Attchd,2007,Fin,3,650,Normal
1969,20,RL,14418,NridgHt,Norm,Norm,1Fam,1Story,9,5,2007,2007,Hip,BrkFace,480,1950,0,0,1950,1,0,2,0,2,1,Attchd,2007,Fin,3,706,Normal
1970,60,RL,13418,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,2006,Hip,BrkFace,270,1850,898,0,2748,1,0,2,1,4,1,BuiltIn,2006,Fin,3,850,Abnorml
1971,60,RL,12539,NridgHt,PosN,Norm,1Fam,2Story,10,5,2005,2006,Hip,BrkFace,468,1632,1158,0,2790,1,0,2,1,4,1,BuiltIn,2005,Fin,4,1150,Normal
1972,60,RL,12151,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2005,Gable,BrkFace,368,1414,917,0,2331,1,0,2,1,3,1,BuiltIn,2005,Fin,3,1003,Normal
1973,60,RL,8899,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,2007,Hip,Stone,108,948,1140,0,2088,0,0,2,1,4,1,BuiltIn,2007,Fin,3,656,Normal
1974,60,RL,10574,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,Stone,126,1170,1162,0,2332,1,0,2,1,4,1,BuiltIn,2004,Fin,3,756,Normal
1975,20,RL,12720,NridgHt,Norm,Norm,1Fam,1Story,10,5,2003,2003,Hip,Stone,680,2470,0,0,2470,2,0,1,1,1,1,Attchd,2003,Fin,3,789,Normal
1976,20,RL,10845,NridgHt,Norm,Norm,1Fam,1Story,8,5,2003,2004,Gable,BrkFace,504,1575,0,0,1575,1,0,2,0,2,1,Attchd,2003,Fin,3,732,Normal
1977,60,RL,16900,NridgHt,Norm,Norm,1Fam,2Story,8,5,2001,2002,Gable,BrkFace,1110,1515,1134,0,2649,1,0,2,1,4,1,Attchd,2001,Fin,3,746,Normal
1978,60,RL,16451,NridgHt,Norm,Norm,1Fam,2Story,8,5,2003,2003,Gable,BrkFace,221,1804,886,0,2690,0,0,2,1,4,1,BuiltIn,2003,Fin,3,795,Normal
1979,120,RL,10110,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2008,2008,Hip,BrkFace,492,1866,0,0,1866,1,0,2,0,2,1,Attchd,2008,Fin,3,870,Partial
1980,120,RL,12304,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2005,2005,Gable,Stone,144,1367,0,0,1367,0,0,2,0,2,1,Attchd,2005,RFn,2,484,Normal
1981,120,RL,8232,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2007,2008,Hip,BrkFace,714,1800,0,0,1800,1,0,2,0,2,1,Attchd,2008,RFn,3,944,Partial
1982,120,RL,6240,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2007,Hip,BrkFace,176,1342,0,0,1342,1,0,2,0,2,1,Attchd,2007,Fin,2,550,Normal
1983,120,RL,6240,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2007,Hip,BrkFace,196,1342,0,0,1342,0,0,2,0,2,1,Attchd,2007,RFn,2,550,Normal
1984,160,RL,2448,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2004,Gable,Stone,106,764,862,0,1626,0,0,2,1,2,1,BuiltIn,2003,RFn,2,474,Normal
1985,120,RL,3940,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2003,2003,Gable,BrkFace,143,1455,0,0,1455,1,0,2,0,2,1,Attchd,2003,Fin,3,644,Normal
1986,120,RM,3940,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Hip,BrkFace,24,1576,0,0,1576,1,0,2,0,2,1,Attchd,2004,RFn,3,668,Normal
1987,20,RL,3710,Blmngtn,Norm,Norm,1Fam,1Story,7,5,2007,2008,Gable,BrkFace,20,1246,0,0,1246,0,0,2,0,2,1,Attchd,2007,Fin,2,428,Partial
1988,60,RL,9024,Gilbert,Norm,Norm,1Fam,2Story,6,5,2004,2004,Gable,None,0,813,702,0,1515,0,0,2,1,3,1,Attchd,2004,Fin,2,393,Normal
1989,60,RL,8010,Gilbert,Norm,Norm,1Fam,2Story,7,5,2002,2003,Gable,None,0,840,880,0,1720,0,0,2,1,3,1,BuiltIn,2002,Fin,2,400,Normal
1990,60,RL,8396,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,BrkFace,196,847,1139,0,1986,0,0,2,1,4,1,BuiltIn,2003,Fin,2,434,Normal
1991,120,RL,7301,NridgHt,Norm,Norm,TwnhsE,1Story,7,6,2007,2008,Gable,Stone,176,1358,0,0,1358,1,0,2,0,2,1,Attchd,2008,RFn,2,484,Partial
1992,60,RL,8220,Gilbert,Norm,Norm,1Fam,2Story,7,5,2000,2001,Gable,BrkFace,647,1008,884,0,1892,0,0,2,1,3,1,Attchd,2000,RFn,2,431,Normal
1993,60,RL,7750,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2002,2002,Gable,NA,NA,707,707,0,1414,0,0,2,1,3,1,Attchd,2002,Fin,2,403,Normal
1994,60,RL,12460,Gilbert,RRAn,Norm,1Fam,2Story,7,5,1999,2000,Gable,None,0,1037,1285,0,2322,0,0,2,1,4,1,BuiltIn,1999,Fin,2,400,Normal
1995,60,RL,8390,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,None,0,873,778,0,1651,0,0,2,1,3,1,BuiltIn,1999,Fin,2,450,Normal
1996,75,RL,9660,NoRidge,Norm,Norm,1Fam,2.5Unf,8,5,1997,1997,Hip,BrkFace,1290,1182,1017,0,2199,0,0,2,1,3,1,Attchd,1997,Fin,2,516,Normal
1997,60,RL,11000,NoRidge,Norm,Norm,1Fam,2Story,9,5,2000,2000,Hip,BrkFace,295,1533,639,0,2172,0,0,2,1,4,1,BuiltIn,2000,RFn,3,687,Normal
1998,20,RL,11675,NoRidge,Norm,Norm,1Fam,1Story,8,5,1998,1998,Gable,BrkFace,495,2006,0,0,2006,1,0,2,0,2,1,Attchd,1998,Fin,3,938,Normal
1999,60,RL,10990,NoRidge,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,None,0,1064,1061,0,2125,1,0,2,1,4,1,Attchd,1996,RFn,2,576,Normal
2000,60,RL,11929,NoRidge,Norm,Norm,1Fam,2Story,8,7,1995,1995,Gable,BrkFace,466,1251,1250,0,2501,0,0,2,1,4,1,Attchd,1995,RFn,3,751,Normal
2001,60,RL,10010,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,1994,Hip,BrkFace,320,1108,1089,0,2197,1,0,2,1,4,1,Attchd,1993,Fin,3,783,Normal
2002,20,RL,13253,Somerst,RRAn,Norm,1Fam,1Story,7,5,2006,2006,Gable,BrkFace,128,1578,0,0,1578,1,0,2,0,3,1,Attchd,2006,Unf,3,642,Normal
2003,60,RL,9801,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,Stone,156,1341,520,0,1861,0,0,3,0,3,1,BuiltIn,2007,RFn,3,851,Normal
2004,60,RL,9428,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2008,Hip,Stone,310,955,919,0,1874,1,0,2,1,3,1,Attchd,2007,Fin,3,880,Partial
2005,20,RL,10037,Somerst,Feedr,Norm,1Fam,1Story,8,5,2006,2007,Hip,NA,NA,1460,0,0,1460,0,0,2,0,3,1,Attchd,2006,Fin,2,480,Normal
2006,20,FV,8640,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2008,Gable,None,0,1372,0,0,1372,0,0,2,0,3,1,Attchd,2008,RFn,2,588,Partial
2007,20,FV,10625,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,BrkFace,292,1660,0,0,1660,0,0,2,0,3,1,Attchd,2007,Fin,3,660,Normal
2008,20,FV,7500,Somerst,Norm,Norm,1Fam,1Story,7,5,2007,2008,Gable,Stone,210,1218,0,0,1218,1,0,2,0,2,1,Attchd,2008,Fin,2,462,Partial
2009,60,RL,10110,SawyerW,Norm,Norm,1Fam,2Story,6,5,2003,2003,Gable,None,0,835,861,0,1696,1,0,2,1,3,1,Attchd,2003,RFn,2,542,Normal
2010,60,RL,12774,SawyerW,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,BrkFace,95,835,828,0,1663,0,0,2,1,3,1,Attchd,2003,RFn,2,478,Normal
2011,20,RL,13072,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2005,2006,Gable,BrkFace,126,1175,0,0,1175,1,0,1,0,3,1,NA,NA,NA,0,0,Normal
2012,20,RL,9260,SawyerW,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,None,0,1162,0,0,1162,0,0,2,0,3,1,Attchd,2007,Fin,2,483,Normal
2013,60,RL,8453,SawyerW,Norm,Norm,1Fam,2Story,6,5,1995,1995,Gable,BrkFace,38,754,855,0,1609,0,0,2,1,3,1,Attchd,1995,RFn,2,525,Normal
2014,60,RL,8480,SawyerW,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,BrkFace,120,886,794,0,1680,0,1,2,1,3,1,Attchd,1993,RFn,2,474,Normal
2015,60,RL,14565,SawyerW,Norm,Norm,1Fam,2Story,7,5,1994,1995,Gable,BrkFace,145,832,825,0,1657,0,0,2,1,3,1,Attchd,1994,RFn,2,483,Normal
2016,60,RL,8450,SawyerW,Norm,Norm,1Fam,2Story,6,5,2001,2001,Gable,None,0,827,850,0,1677,1,0,2,1,3,1,Attchd,2001,RFn,2,627,Normal
2017,60,RL,8285,SawyerW,Norm,Norm,1Fam,2Story,7,5,1992,1992,Gable,None,0,844,893,0,1737,0,1,2,1,3,1,Attchd,1992,Fin,2,506,Normal
2018,20,RL,9100,Sawyer,RRAe,Norm,1Fam,1Story,5,5,1963,1963,Hip,None,0,984,0,0,984,1,0,1,0,3,1,Attchd,1963,RFn,1,384,Normal
2019,20,RL,8100,Sawyer,Feedr,Norm,1Fam,1Story,5,8,1961,2007,Gable,None,0,864,0,0,864,1,0,1,0,3,1,Detchd,1962,Unf,1,420,Normal
2020,190,RL,8450,Sawyer,RRAe,Norm,2fmCon,1Story,5,5,1968,1968,Gable,None,0,890,0,0,890,1,0,1,0,3,1,Detchd,1970,Unf,1,308,Normal
2021,20,RL,6360,Sawyer,Norm,Norm,1Fam,1Story,5,5,1963,1963,Hip,None,0,864,0,0,864,0,0,1,0,3,1,Attchd,1963,Unf,1,276,Abnorml
2022,20,RL,19508,Veenker,Norm,Norm,1Fam,1Story,6,5,1974,1974,Gable,BrkFace,144,1430,0,0,1430,0,1,2,0,3,1,Attchd,1974,Unf,2,484,Normal
2023,50,RL,10759,Sawyer,Feedr,Norm,1Fam,1.5Fin,5,4,1972,1972,Gable,None,0,1001,640,0,1641,0,0,2,0,4,1,Detchd,1972,Unf,2,490,Normal
2024,60,RL,9205,NoRidge,Norm,Norm,1Fam,2Story,6,5,1990,1991,Hip,BrkFace,304,1364,1319,0,2683,1,0,2,1,4,1,Attchd,1990,RFn,2,473,Normal
2025,60,RL,11025,NoRidge,Norm,Norm,1Fam,1.5Fin,9,5,1993,1994,Hip,BrkFace,568,1827,959,0,2786,1,0,2,1,4,1,Attchd,1993,Fin,2,636,Normal
2026,120,FV,3435,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2004,2005,Gable,None,0,1245,0,0,1245,0,0,2,0,1,1,Attchd,2004,RFn,2,495,Normal
2027,160,FV,3180,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2005,2005,Gable,None,0,600,600,0,1200,1,0,2,1,2,1,Detchd,2005,RFn,2,480,Normal
2028,160,FV,3180,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2007,2007,Gable,None,0,703,689,0,1392,0,0,2,0,2,1,Detchd,2007,Unf,2,540,Abnorml
2029,160,FV,2280,Somerst,Norm,Norm,Twnhs,2Story,6,5,1999,1999,Gable,Stone,216,757,792,0,1549,1,0,2,1,3,1,Detchd,1999,Unf,2,440,Normal
2030,120,FV,4765,Somerst,Norm,Norm,TwnhsE,1Story,9,5,2000,2000,Hip,BrkFace,260,1638,0,0,1638,1,0,2,0,2,1,Attchd,2000,Fin,2,495,Normal
2031,120,FV,4538,Somerst,Norm,Norm,TwnhsE,1Story,9,5,2001,2001,Gable,BrkFace,179,1310,0,0,1310,1,0,1,1,1,1,Attchd,2001,RFn,2,545,Normal
2032,120,FV,4385,Somerst,Norm,Norm,TwnhsE,1Story,9,5,2001,2001,Gable,None,0,1419,0,0,1419,1,0,1,1,2,1,Attchd,2001,Fin,2,588,Normal
2033,120,FV,4109,Somerst,Norm,Norm,TwnhsE,1Story,9,5,1999,2000,Gable,BrkFace,260,1557,0,0,1557,1,0,2,0,2,1,Attchd,1999,RFn,2,484,Normal
2034,160,FV,2160,Somerst,Norm,Norm,Twnhs,SLvl,7,5,1999,2000,Gable,BrkFace,216,684,720,0,1404,1,0,2,1,3,1,Detchd,1999,Unf,2,462,Normal
2035,60,FV,10646,Somerst,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,BrkFace,513,872,917,0,1789,1,0,2,1,3,1,Attchd,2001,Fin,2,546,Normal
2036,160,FV,2645,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,1999,Gable,BrkFace,466,962,624,0,1586,1,0,2,1,3,1,Detchd,1999,Unf,2,480,Normal
2037,160,FV,2645,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,BrkFace,456,962,645,0,1607,1,0,2,1,3,1,Detchd,2000,Unf,2,480,Normal
2038,160,FV,3951,Somerst,Norm,Norm,TwnhsE,2Story,10,5,1998,1999,Gable,None,0,1469,924,0,2393,1,0,2,1,2,1,Attchd,1998,Fin,2,846,Normal
2039,120,RL,11064,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1995,1995,Hip,None,0,1239,0,0,1239,1,0,1,1,1,1,Attchd,1995,Fin,2,477,Normal
2040,60,RL,24572,Veenker,Norm,Norm,1Fam,2Story,9,3,1977,1977,Mansard,BrkFace,1050,1599,1345,0,2944,0,0,2,2,3,1,Attchd,1977,RFn,3,864,Family
2041,20,RL,16280,Veenker,Norm,Norm,1Fam,1Story,8,9,1976,2007,Gable,None,0,1671,0,0,1671,1,0,3,0,3,1,Attchd,1976,RFn,2,550,Normal
2042,60,FV,7500,Somerst,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,NA,NA,952,860,0,1812,0,0,2,1,3,1,Attchd,2002,RFn,2,469,Normal
2043,80,RL,11104,NWAmes,Norm,Norm,1Fam,SLvl,6,6,1969,1969,Gable,None,0,1427,0,0,1427,0,1,2,0,4,1,Attchd,1969,RFn,2,516,Normal
2044,20,RL,11050,NWAmes,Norm,Norm,1Fam,1Story,6,5,1968,1968,Gable,None,0,1740,0,0,1740,0,0,1,1,4,1,Attchd,1968,RFn,2,512,Family
2045,20,RL,15387,NWAmes,Norm,Norm,1Fam,1Story,7,7,1967,1967,Gable,None,0,1620,0,0,1620,0,0,2,0,4,1,Attchd,1967,Unf,2,578,Normal
2046,90,RL,9750,NWAmes,RRAn,Norm,Duplex,1Story,5,6,1965,1965,Gable,None,0,1625,0,0,1625,0,0,2,0,4,2,Detchd,1965,Unf,2,484,Normal
2047,60,RL,8814,NAmes,Feedr,Norm,1Fam,2Story,5,6,1968,1968,Gable,None,0,732,732,0,1464,0,0,1,1,4,1,Attchd,1968,Unf,2,470,Normal
2048,20,RL,8125,NAmes,Norm,Norm,1Fam,1Story,5,7,1965,2005,Hip,None,0,925,0,0,925,1,0,1,0,3,1,Detchd,1978,Unf,2,576,Normal
2049,90,RL,11072,NAmes,Norm,Norm,Duplex,1Story,5,5,1965,1965,Gable,None,0,1728,0,0,1728,0,0,2,0,6,2,Detchd,1987,Unf,2,576,Normal
2050,60,RL,13355,NWAmes,Norm,Norm,1Fam,2Story,7,6,1971,1971,Gable,None,0,845,825,0,1670,0,0,1,1,4,1,Attchd,1971,Fin,2,464,Normal
2051,20,RL,7785,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1956,Gable,None,0,1014,0,0,1014,0,0,1,0,2,1,Attchd,1956,RFn,1,267,Normal
2052,20,RL,9900,NAmes,Norm,Norm,1Fam,1Story,5,5,1961,1961,Gable,None,0,1114,0,0,1114,1,0,1,0,3,1,Attchd,1961,RFn,2,451,Abnorml
2053,20,RL,11332,NAmes,Norm,Norm,1Fam,1Story,5,7,1960,2000,Gable,None,0,1118,0,0,1118,1,0,1,0,3,1,Attchd,1960,RFn,1,264,Normal
2054,70,RL,4882,BrkSide,RRAn,Feedr,1Fam,2Story,4,7,1937,1950,Gable,None,0,453,453,0,906,0,0,1,0,2,1,Basment,1937,Unf,1,231,Normal
2055,20,RL,9600,NAmes,Norm,Norm,1Fam,1Story,5,6,1960,1960,Gable,BrkFace,203,1496,0,0,1496,0,0,2,0,3,1,Attchd,1960,RFn,2,450,Normal
2056,20,RL,9600,NAmes,Norm,Norm,1Fam,1Story,5,8,1950,2006,Gable,None,0,1337,0,0,1337,1,0,1,0,3,1,Attchd,1950,RFn,1,264,Normal
2057,20,RL,7584,NAmes,Artery,Norm,1Fam,1Story,5,5,1953,1953,Hip,BrkFace,88,1036,0,0,1036,0,0,1,0,3,1,Attchd,1953,RFn,1,312,Normal
2058,60,RL,14670,NAmes,Norm,Norm,1Fam,2Story,6,7,1966,1999,Gable,BrkFace,410,1104,884,0,1988,0,0,2,1,4,1,Attchd,1966,RFn,2,480,Normal
2059,20,RL,8856,NAmes,Norm,Norm,1Fam,1Story,5,4,1957,1957,Gable,BrkFace,143,1176,0,0,1176,1,0,1,0,3,1,Attchd,1957,RFn,1,292,Normal
2060,20,RL,9840,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,1998,Gable,None,0,1440,0,0,1440,1,0,2,0,2,1,Attchd,1959,RFn,1,480,Normal
2061,20,RL,13200,NAmes,Feedr,Norm,1Fam,1Story,6,6,1958,1958,Gable,BrkFace,187,1570,0,0,1570,1,0,1,0,3,1,Attchd,1958,RFn,2,441,Normal
2062,20,RL,10425,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1958,Gable,None,0,1104,0,0,1104,1,0,1,0,3,1,Attchd,1956,RFn,1,384,Normal
2063,20,RL,11556,NAmes,Norm,Norm,1Fam,1Story,5,6,1952,1952,Gable,Stone,52,882,0,0,882,1,0,1,0,2,1,Attchd,1952,Unf,1,240,Normal
2064,20,RL,9373,NAmes,Norm,Norm,1Fam,1Story,5,6,1953,1953,Gable,BrkFace,84,1152,0,0,1152,0,0,1,1,3,1,Detchd,1971,Unf,2,636,Normal
2065,20,RL,12774,NAmes,Norm,Norm,1Fam,1Story,5,5,1953,1953,Hip,None,0,950,0,0,950,0,0,1,0,2,1,Detchd,1953,Unf,2,400,Normal
2066,20,RL,14250,NAmes,Norm,Norm,1Fam,1Story,6,5,1957,1957,Gable,BrkFace,360,1790,0,0,1790,0,0,2,0,3,1,Attchd,1957,Fin,2,540,Normal
2067,20,RL,8838,NAmes,Norm,Norm,1Fam,1Story,5,3,1957,1982,Gable,None,0,1764,0,0,1764,0,0,2,1,4,1,Attchd,1957,Fin,1,301,Normal
2068,90,RL,12436,NAmes,Norm,Norm,Duplex,1Story,5,5,1957,1957,Gable,None,0,1824,0,0,1824,0,0,2,0,5,2,Detchd,1958,Unf,2,484,Normal
2069,20,RL,10122,OldTown,Norm,Norm,1Fam,1Story,4,6,1948,1950,Gable,None,0,869,0,0,869,0,0,1,0,1,1,Detchd,1948,Unf,1,390,Normal
2070,50,RL,7506,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,1925,1950,Gable,None,0,747,412,0,1159,0,0,1,0,3,1,Detchd,1932,Unf,1,288,Normal
2071,30,RL,5400,OldTown,Norm,Norm,1Fam,1Story,4,7,1940,2005,Gambrel,None,0,672,0,0,672,0,0,1,0,2,1,Detchd,1997,Unf,1,308,Normal
2072,50,RL,10836,OldTown,Norm,Norm,1Fam,1.5Fin,5,5,1922,1950,Gable,None,0,1254,182,0,1436,0,1,1,0,3,1,Detchd,1968,Unf,4,1488,Normal
2073,20,RL,10180,NAmes,Feedr,Norm,1Fam,1Story,5,6,1968,1968,Gable,None,0,1044,0,0,1044,0,1,1,1,3,1,Attchd,1990,Fin,2,372,Normal
2074,20,RL,11355,NAmes,Norm,Norm,1Fam,1Story,7,7,1958,2001,Gable,BrkFace,125,1312,0,0,1312,0,0,1,1,3,1,Attchd,1958,RFn,2,495,Normal
2075,20,RL,12929,NAmes,Norm,Norm,1Fam,1Story,6,6,1960,1993,Gable,BrkFace,276,1081,0,0,1081,1,0,1,0,3,1,CarPort,1960,Unf,1,401,Normal
2076,20,RL,7200,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,1951,Gable,None,0,876,0,0,876,0,0,1,0,2,1,Detchd,1972,Unf,2,576,Abnorml
2077,20,RL,8000,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,None,0,1256,0,0,1256,1,0,1,1,3,1,Attchd,1959,RFn,1,311,Normal
2078,20,RL,8000,NAmes,Norm,Norm,1Fam,1Story,5,5,1962,1962,Gable,None,0,1027,0,0,1027,0,1,1,0,3,1,Attchd,1962,Unf,1,299,Normal
2079,50,RL,8064,NAmes,Artery,Norm,1Fam,1.5Fin,6,6,1948,1950,Gable,None,0,819,501,0,1320,0,0,2,0,3,1,Detchd,1994,Unf,2,576,Normal
2080,45,RL,6390,NAmes,Feedr,Norm,1Fam,1.5Unf,6,7,1954,1954,Gable,None,0,984,0,0,984,1,0,1,0,2,1,Detchd,1954,Unf,1,280,Normal
2081,50,RL,7200,NAmes,Norm,Norm,1Fam,1.5Fin,6,5,1954,1954,Gable,None,0,854,424,0,1278,0,0,1,0,4,1,Attchd,1954,Unf,1,240,Normal
2082,90,RL,8513,NAmes,Artery,Norm,Duplex,1Story,5,5,1961,1961,Gable,None,0,1800,0,0,1800,0,0,2,0,6,2,NA,NA,NA,0,0,Abnorml
2083,50,RL,7200,NAmes,Norm,Norm,1Fam,1.5Fin,5,6,1955,1967,Gable,None,0,1024,564,0,1588,0,0,1,1,3,1,Detchd,1955,Unf,2,480,Normal
2084,20,RL,7200,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,1954,Gable,None,0,825,0,0,825,0,1,1,0,2,1,Attchd,1954,Unf,1,350,Normal
2085,20,RL,7590,NAmes,PosN,Norm,1Fam,1Story,5,5,1963,1963,Gable,None,0,1117,0,0,1117,0,0,1,0,3,1,Attchd,1963,Unf,1,264,Normal
2086,20,RM,9836,OldTown,Artery,Norm,1Fam,1Story,6,5,2008,2008,Gable,None,0,1133,0,0,1133,1,0,1,0,3,1,Detchd,2008,Unf,1,308,Abnorml
2087,50,RM,9184,OldTown,Artery,Norm,1Fam,1.5Fin,5,7,1948,2005,Gable,None,0,948,375,0,1323,0,0,1,0,3,1,Detchd,1948,Unf,2,400,Normal
2088,70,RM,4800,OldTown,Norm,Norm,1Fam,2Story,5,5,1910,2003,Gable,None,0,680,680,0,1360,0,0,1,0,2,1,Attchd,1910,Unf,1,330,Normal
2089,30,RM,4800,OldTown,Norm,Norm,1Fam,1Story,5,4,1940,1950,Gable,None,0,672,0,0,672,0,0,1,0,2,1,Detchd,1950,Unf,1,256,Normal
2090,75,RM,6000,OldTown,Norm,Norm,1Fam,2.5Unf,6,7,1915,2005,Gable,None,0,728,728,0,1456,0,0,1,1,4,1,Detchd,1915,Unf,1,308,Normal
2091,190,RM,11426,OldTown,Norm,Norm,2fmCon,1.5Fin,4,6,1910,1996,Gable,None,0,828,658,108,1594,0,0,2,0,3,2,NA,NA,NA,0,0,Normal
2092,50,RM,7628,OldTown,Norm,Norm,1Fam,1.5Fin,4,6,1940,1985,Gable,None,0,1095,561,0,1656,0,0,2,0,2,1,Detchd,1958,Unf,2,440,Normal
2093,50,RM,7308,OldTown,Artery,Norm,1Fam,1.5Fin,5,5,1920,1950,Gable,None,0,960,780,0,1740,0,0,1,0,2,1,Detchd,1920,Unf,1,225,Normal
2094,30,RM,5400,OldTown,Norm,Norm,1Fam,1Story,7,6,1920,2006,Gable,None,0,1027,0,0,1027,0,1,1,0,2,1,NA,NA,NA,0,0,Normal
2095,190,RM,10800,OldTown,Norm,Norm,2fmCon,1.5Fin,6,6,1940,1950,Gable,None,0,884,552,0,1436,0,0,2,0,3,2,Detchd,1940,Unf,2,828,Normal
2096,30,RM,6756,OldTown,Norm,Norm,1Fam,1Story,5,6,1910,1950,Mansard,None,0,899,0,0,899,0,0,1,0,2,1,Detchd,1930,Unf,1,200,Normal
2097,50,RM,5914,OldTown,Norm,Norm,1Fam,1.5Fin,5,9,1890,1996,Gable,None,0,684,396,0,1080,0,0,1,0,3,1,NA,NA,NA,0,0,Normal
2098,50,RM,9000,OldTown,Norm,Norm,1Fam,1.5Fin,5,6,1946,1950,Gable,None,0,904,595,0,1499,0,0,1,0,3,1,Detchd,1959,Unf,3,869,Normal
2099,20,RM,7311,OldTown,Norm,Norm,1Fam,1Story,2,5,1946,1950,Gable,None,0,407,0,0,407,0,0,1,0,1,1,Detchd,1949,Unf,1,297,Abnorml
2100,20,RM,12205,OldTown,Norm,Norm,1Fam,1Story,3,1,1949,1992,Gable,None,0,1588,0,0,1588,0,0,2,0,5,1,NA,NA,NA,0,0,Abnorml
2101,190,RM,9142,OldTown,Norm,Norm,2fmCon,2Story,5,5,1900,2006,Gable,None,0,830,797,0,1627,0,0,2,0,4,2,Detchd,1950,Unf,2,420,Normal
2102,75,RM,5350,OldTown,Artery,Norm,1Fam,2Story,7,8,1920,1965,Gable,None,0,730,720,0,1450,0,0,1,0,3,1,Detchd,1935,Unf,1,288,Normal
2103,50,RM,9143,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1900,2003,Gable,None,0,709,308,0,1017,0,0,1,0,2,1,Detchd,1961,Unf,1,308,Normal
2104,190,RM,9600,OldTown,Norm,Norm,2fmCon,2Story,5,5,1920,1960,Gable,None,0,1377,973,0,2350,0,0,2,0,4,2,2Types,1930,Unf,2,393,Normal
2105,70,RM,6000,OldTown,Norm,Norm,1Fam,2Story,5,9,1905,2005,Gable,None,0,884,656,0,1540,0,0,1,1,3,1,NA,NA,NA,0,0,Normal
2106,70,RM,11340,OldTown,Norm,Norm,1Fam,2Story,2,1,1920,1950,Gable,None,0,723,363,0,1086,0,0,1,0,2,1,Detchd,1920,Unf,2,400,Normal
2107,70,RM,10800,OldTown,Norm,Norm,1Fam,2Story,7,7,1890,1999,Gable,None,0,1313,1182,0,2495,0,0,2,0,5,1,Detchd,1950,Unf,2,342,Normal
